grupo,region,municipio,trabajo,actividad,cumple
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Don Matías,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Regional Norte,Belmira,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Oriente,Abejorral,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Turbo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Caldas,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Chigorodó,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,Turbo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Sabaneta,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Campamento,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Campamento,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Campamento,Movimiento de redes,Tipo 1,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Valdivia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Briceño,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Titiribí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Regional Norte,Belmira,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Briceño,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Campamento,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Belmira,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Dabeiba,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Dabeiba,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Bajo Cauca,Cáceres,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Cáceres,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Olaya,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Anzá,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Anzá,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Santa Rosa de Osos,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Carolina del Príncipe,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Peque,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Regional Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Belmira,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Belmira,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Entrerríos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Toledo,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Guarne,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,NO
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Daños,Tipo 1,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Bajo Cauca,Cáceres,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Necoclí,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 1,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Granada,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Granada,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Oriente,Granada,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Urabá,Mutatá,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Caldas,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Suroeste,Titiribí,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Suroeste,Titiribí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Dabeiba,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Occidente,Dabeiba,Daños,Tipo 3,NO
Grupo 1 Zona Norte,Oriente,Cocorná,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Sonsón,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Occidente,Dabeiba,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Caldas,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,San Francisco,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Movimiento de redes,Red Primaria,SI
Grupo 2 Zona Sur,Occidente,Anzá,Daños,Tipo 4,NO
Grupo 2 Zona Sur,Occidente,Sopetrán,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,Sopetrán,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Occidente,Sopetrán,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Movimiento de redes,Red Secundaria,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Bajo Cauca,Valdivia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Occidente,Giraldo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Remedios,Movimiento de redes,Red Secundaria,NO
Grupo 2 Zona Sur,Nordeste y MM,Remedios,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Remedios,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Yalí,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Occidente,Peque,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Yondó,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 2 Zona Sur,Nordeste y MM,Yondó,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Gómez Plata,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Yondó,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Maceo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Yondó,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Yondó,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Movimiento de redes,Red Primaria,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,NO
Grupo 2 Zona Sur,Nordeste y MM,Cisneros,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,NO
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Nare,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Nare,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Nare,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Amagá,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Amagá,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Salgar,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Suroeste,Salgar,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Suroeste,Salgar,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Suroeste,Salgar,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Suroeste,Salgar,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Salgar,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Ciudad Bolívar,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Suroeste,Andes,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
